full_name,class,neo,pha,H,diameter,albedo,rot_per,GM,density,e,a,q,i,om,w,ma,n,per,moid,condition_code,n_obs_used
   754 Malabar (A906 QH),MBA,N,N,9.29,94.522,0.042,11.732,,,0.0517,2.986,2.832,24.55,179.89,303.17,254.85,0.191,1880.0,1.88,0,9389
   755 Quintilla (A908 GC),MBA,N,N,9.71,41.21,0.124,4.552,,,0.1293,3.194,2.781,3.23,175.82,48.24,276.6,0.1726,2090.0,1.77,0,6725
   756 Lilliana (A908 HD),MBA,N,N,9.99,64.837,0.057,7.834,,,0.148,3.196,2.723,20.35,208.03,3.83,148.98,0.1725,2090.0,1.72,0,7899
   757 Portlandia (A908 TG),MBA,N,N,10.05,32.894,0.217,6.5837,,,0.1082,2.373,2.116,8.17,22.42,44.35,329.94,0.2696,1340.0,1.14,0,5675
   758 Mancunia (A912 KB),MBA,N,N,8.36,88.985,0.121,12.7253,,,0.1482,3.191,2.718,5.61,106.01,313.23,130.99,0.1729,2080.0,1.73,0,6038
   759 Vinifera (A913 QC),MBA,N,N,10.82,52.926,0.036,14.229,,,0.207,2.617,2.076,19.93,318.21,1.39,184.16,0.2328,1550.0,1.06,0,11336
   760 Massinga (A913 QD),MBA,N,N,7.87,71.29,0.2276,10.72,,,0.2345,3.147,2.409,12.54,331.53,200.25,170.09,0.1765,2040.0,1.42,0,5670
   761 Brendelia (A913 RE),MBA,N,N,10.83,20.763,0.156,57.96,,,0.0616,2.863,2.686,2.15,23.7,298.68,86.06,0.2035,1770.0,1.67,0,9460
   762 Pulcova (A913 RD),MBA,N,N,8.43,147.343,0.04,5.839,,,0.1078,3.152,2.812,13.1,305.51,188.71,227.77,0.1761,2040.0,1.83,0,11519
   763 Cupido (A913 SE),MBA,N,N,12.68,7.005,0.322,151.5,,,0.1664,2.24,1.867,4.08,289.77,89.02,147.05,0.294,1220.0,0.874,0,8876
   764 Gedania (A913 SF),MBA,N,N,9.67,58.28,0.084,24.968,,,0.0923,3.196,2.901,10.0,258.74,159.32,225.17,0.1725,2090.0,1.92,0,7082
   765 Mattiaca (A917 SS),MBA,N,N,12.52,7.991,0.303,3.464,,,0.2852,2.545,1.819,5.53,326.25,71.83,192.61,0.2428,1480.0,0.835,0,6783
   766 Moguntia (A913 SH),MBA,N,N,9.86,41.044,0.223,4.8164,,,0.0967,3.019,2.727,10.08,7.69,69.08,75.95,0.1879,1920.0,1.76,0,5441
   767 Bondia (A913 SD),MBA,N,N,10.17,43.039,0.095,8.3402,,,0.1867,3.118,2.536,2.41,79.27,269.04,134.55,0.179,2010.0,1.53,0,6389
   768 Struveana (A913 TC),MBA,N,N,10.22,32.597,0.137,10.753,,,0.2149,3.137,2.463,16.27,38.87,16.83,22.19,0.1774,2030.0,1.48,0,5013
   769 Tatjana (A913 TD),MBA,N,N,9.17,96.72,0.052,35.08,,,0.1865,3.169,2.578,7.37,38.37,252.91,326.3,0.1747,2060.0,1.57,0,9332
   770 Bali (A913 UG),MBA,N,N,10.93,16.388,0.272,5.819,,,0.1506,2.221,1.887,4.38,44.65,18.17,292.25,0.2978,1210.0,0.9,0,6193
   771 Libera (A913 WB),MBA,N,N,10.46,29.322,0.123,5.892,,,0.2478,2.651,1.994,14.89,217.84,228.74,322.64,0.2284,1580.0,1.04,0,11468
   772 Tanete (A913 YD),MBA,N,N,8.45,126.473,0.028,17.258,,,0.0953,3.0,2.714,28.83,63.72,145.47,89.41,0.1897,1900.0,1.73,0,8959
   773 Irmintraud (A913 YF),MBA,N,N,9.13,91.672,0.048,6.7514,,,0.0791,2.86,2.634,16.69,322.09,335.06,190.38,0.2038,1770.0,1.62,0,8774
   774 Armor (A913 YE),MBA,N,N,9.05,50.214,0.189,25.194,,,0.1649,3.051,2.548,5.56,250.07,29.06,149.63,0.1849,1950.0,1.53,0,10479
   775 Lumiere (A914 AA),MBA,N,N,10.29,31.958,0.111,6.103,,,0.0664,3.014,2.814,9.26,297.5,171.66,151.43,0.1884,1910.0,1.83,0,6358
   776 Berbericia (A914 BE),MBA,N,N,7.71,151.711,0.065,7.668,,,0.1652,2.93,2.446,18.25,79.64,306.21,184.69,0.1965,1830.0,1.5,0,6481
   777 Gutemberga (A914 BF),OMB,N,N,9.77,71.749,0.042,12.838,,,0.1171,3.217,2.841,12.91,282.96,265.04,59.83,0.1708,2110.0,1.88,0,6091
   778 Theobalda (A914 BG),MBA,N,N,9.88,55.317,0.079,11.659,,,0.2569,3.178,2.362,13.72,321.19,135.18,254.09,0.1739,2070.0,1.4,0,9382
   779 Nina (A914 BH),MBA,N,N,7.96,80.572,0.157,11.186,,,0.2263,2.665,2.062,14.57,283.7,49.1,34.72,0.2266,1590.0,1.08,0,4784
   780 Armenia (A914 BJ),MBA,N,N,8.99,126.263,0.028,19.891,,,0.0958,3.114,2.816,19.08,144.78,211.65,239.08,0.1793,2010.0,1.82,0,6789
   781 Kartvelia (A914 BK),OMB,N,N,9.48,72.927,0.048,19.04,,,0.1199,3.215,2.829,19.14,137.99,154.14,285.13,0.171,2110.0,1.82,0,6314
   782 Montefiore (A914 FA),MBA,N,N,11.34,14.158,0.224,4.0728,,,0.0394,2.18,2.094,5.26,80.41,82.13,271.88,0.3062,1180.0,1.11,0,7459
   783 Nora (A914 FB),MBA,N,N,11.11,38.719,0.034,55.53,,,0.231,2.342,1.801,9.34,142.01,154.68,326.87,0.275,1310.0,0.789,0,6265
   784 Pickeringia (A914 FC),MBA,N,N,9.3,75.596,0.086,13.169,,,0.2409,3.098,2.352,12.28,14.89,237.78,99.08,0.1808,1990.0,1.36,0,6491
   785 Zwetana (A914 FD),MBA,N,N,9.45,49.46,0.12,8.8882,,,0.207,2.571,2.039,12.79,71.74,132.47,0.54,0.2391,1510.0,1.05,0,6310
   786 Bredichina (A914 HD),MBA,N,N,8.87,108.309,0.052,29.434,,,0.1525,3.192,2.705,14.52,89.65,134.19,254.69,0.1728,2080.0,1.72,0,6331
   787 Moskva (A914 HC),MBA,N,N,9.63,27.927,0.19,6.056,,,0.1289,2.54,2.213,14.85,183.78,126.21,126.88,0.2434,1480.0,1.23,0,6071
   788 Hohensteina (A914 HE),MBA,N,N,8.78,111.295,0.041,37.137,,,0.1364,3.123,2.698,14.36,177.67,47.4,60.63,0.1785,2020.0,1.71,0,9640
   789 Lena (A914 MA),MBA,N,N,11.34,22.483,0.153,5.848,,,0.1467,2.685,2.291,10.78,232.56,43.39,107.28,0.224,1610.0,1.29,0,7743
   790 Pretoria (A912 BE),OMB,N,N,8.03,170.37,0.0384,10.37,,,0.1563,3.401,2.869,20.57,251.8,37.51,261.19,0.1572,2290.0,1.88,0,6563
   791 Ani (A914 MB),MBA,N,N,9.32,116.865,0.026,11.174,,,0.1917,3.124,2.525,16.38,129.78,201.84,29.59,0.1785,2020.0,1.52,0,9579
   792 Metcalfia (A907 FC),MBA,N,N,10.15,61.804,0.024,9.17,,,0.1307,2.622,2.28,8.63,265.03,226.62,25.22,0.2321,1550.0,1.3,0,5481
   793 Arizona (A907 GZ),MBA,N,N,10.2,26.636,0.196,7.396,,,0.123,2.796,2.452,15.78,35.94,308.45,5.8,0.2108,1710.0,1.48,0,11294
   794 Irenaea (A914 QB),MBA,N,N,11.41,35.703,0.046,9.14,,,0.2949,3.132,2.208,5.42,160.38,131.22,27.14,0.1778,2020.0,1.2,0,7072
   795 Fini (A914 SF),MBA,N,N,10.05,85.263,0.027,51.4,,,0.0997,2.752,2.478,19.02,17.25,189.9,279.3,0.2159,1670.0,1.47,0,8293
   796 Sarita (A914 UF),MBA,N,N,9.31,43.58,0.209,8.1755,,,0.3193,2.636,1.794,19.05,33.13,329.63,4.47,0.2303,1560.0,0.815,0,14439
   797 Montana (A914 WG),MBA,N,N,10.4,21.197,0.287,4.5463,,,0.0606,2.535,2.381,4.52,238.25,357.49,336.88,0.2442,1470.0,1.37,0,6241
   798 Ruth (A914 WH),MBA,N,N,9.71,43.19,0.1587,8.55,,,0.0356,3.016,2.909,9.22,214.06,52.69,236.15,0.1881,1910.0,1.9,0,8810
   799 Gudula (A915 EA),MBA,N,N,10.25,47.185,0.06,14.814,,,0.0213,2.542,2.488,5.28,164.82,233.25,244.02,0.2432,1480.0,1.49,0,6878
   800 Kressmannia (A915 FG),MBA,N,N,11.33,15.429,0.243,4.464,,,0.2025,2.192,1.748,4.26,325.05,347.68,268.05,0.3037,1190.0,0.733,0,6765
   801 Helwerthia (A915 FH),MBA,N,N,11.57,32.404,0.031,23.93,,,0.0768,2.605,2.405,14.14,185.89,337.45,122.26,0.2344,1540.0,1.41,0,6776
   802 Epyaxa (A915 FJ),MBA,N,N,12.9,7.423,0.292,4.392,,,0.0791,2.196,2.022,5.2,7.7,115.87,50.39,0.3029,1190.0,1.04,0,10847
   803 Picka (A915 FL),MBA,N,N,9.5,46.5,0.1181,5.0742,,,0.0628,3.2,2.999,8.66,250.8,56.34,325.89,0.1722,2090.0,1.99,0,8831
   804 Hispania (A915 FK),MBA,N,N,7.99,137.952,0.054,14.845,,,0.1416,2.837,2.435,15.39,347.54,343.84,259.37,0.2063,1750.0,1.43,0,7456
   805 Hormuthia (A915 HD),MBA,N,N,9.84,73.095,0.039,9.51,,,0.1855,3.197,2.604,15.72,166.33,131.62,0.42,0.1725,2090.0,1.62,0,6663
   806 Gyldenia (A915 HE),OMB,N,N,10.33,83.103,0.023,16.852,,,0.082,3.207,2.944,14.21,43.6,121.75,107.42,0.1716,2100.0,1.98,0,8548
   807 Ceraskia (A915 HF),MBA,N,N,10.62,21.241,0.207,7.368,,,0.0595,3.02,2.84,11.29,131.96,338.06,106.34,0.1878,1920.0,1.86,0,6886
   808 Merxia (A901 TG),MBA,N,N,9.97,30.923,0.213,30.631,,,0.1303,2.745,2.387,4.72,180.91,274.08,28.14,0.2167,1660.0,1.41,0,9328
   809 Lundia (A915 PF),MBA,N,N,12.12,9.45,0.379,15.4142,,,0.192,2.283,1.845,7.14,154.49,196.27,328.11,0.2857,1260.0,0.838,0,6716
   810 Atossa (A915 RS),MBA,N,N,12.52,8.104,0.224,4.385,,,0.1802,2.18,1.787,2.61,152.66,195.94,91.13,0.3063,1180.0,0.779,0,5999
   811 Nauheima (A915 RT),MBA,N,N,10.81,16.105,0.357,4.0011,,,0.0709,2.902,2.696,3.14,130.7,181.45,152.18,0.1994,1810.0,1.68,0,8583
   812 Adele (A915 RU),MBA,N,N,11.74,12.356,0.291,5.8587,,,0.1665,2.659,2.216,13.3,7.14,353.29,140.94,0.2273,1580.0,1.21,0,6375
   813 Baumeia (A915 WJ),MBA,N,N,11.6,11.719,0.256,10.543,,,0.0257,2.224,2.167,6.29,51.87,316.82,99.82,0.2972,1210.0,1.17,0,6686
   814 Tauris (A916 AE),MBA,N,N,8.74,102.229,0.054,36.081,,,0.3044,3.162,2.199,21.79,88.71,296.45,238.37,0.1753,2050.0,1.29,0,6121
   815 Coppelia (A916 CC),MBA,N,N,10.87,16.869,0.644,4.421,,,0.073,2.659,2.465,13.88,56.96,58.46,128.7,0.2273,1580.0,1.51,0,7552
   816 Juliana (A916 CE),MBA,N,N,10.46,50.745,0.043,10.557,,,0.1035,3.005,2.694,14.32,127.56,20.95,27.9,0.1892,1900.0,1.71,0,6922
   817 Annika (A916 CD),MBA,N,N,10.66,22.891,0.187,10.56,,,0.1805,2.59,2.122,11.34,125.41,284.84,174.57,0.2365,1520.0,1.17,0,5621
   818 Kapteynia (A916 DF),MBA,N,N,9.24,64.255,0.1,16.35,,,0.0895,3.173,2.89,15.63,70.66,291.78,273.21,0.1743,2060.0,1.93,0,5803
   819 Barnardiana (A916 EA),MBA,N,N,12.02,8.917,0.277,66.7,,,0.1418,2.198,1.886,4.89,333.1,306.14,131.98,0.3026,1190.0,0.873,0,5973
   820 Adriana (A916 FJ),MBA,N,N,10.37,58.65,0.0204,12.42,,,0.0535,3.134,2.967,5.95,118.26,199.26,163.2,0.1776,2030.0,1.95,0,6336
   821 Fanny (A916 GH),MBA,N,N,11.86,28.856,0.025,236.6,,,0.2088,2.778,2.198,5.39,209.64,33.06,217.12,0.2129,1690.0,1.19,0,7346
   822 Lalage (A916 GJ),MBA,N,N,12.07,8.243,0.349,3.345,,,0.1548,2.256,1.907,0.72,210.03,247.06,204.36,0.2909,1240.0,0.923,0,5624
   823 Sisigambis (A916 GK),MBA,N,N,11.21,14.719,0.298,146.0,,,0.0901,2.221,2.021,3.65,254.96,218.66,108.73,0.2977,1210.0,1.04,0,9904
   824 Anastasia (A916 FF),MBA,N,N,10.22,32.457,0.087,250.0,,,0.1363,2.793,2.412,8.13,141.34,141.17,84.0,0.2112,1700.0,1.4,0,6677
   825 Tanina (A916 FH),MBA,N,N,11.62,13.423,0.275,6.94,,,0.0742,2.226,2.061,3.4,101.37,111.85,346.12,0.2968,1210.0,1.06,0,8493
   826 Henrika (A916 HD),MBA,N,N,11.74,22.556,0.166,5.9846,,,0.2044,2.713,2.158,7.1,230.19,36.56,133.37,0.2206,1630.0,1.15,0,7285
   827 Wolfiana (A916 QG),MBA,N,N,13.14,8.488,0.129,4.0654,,,0.1564,2.275,1.919,3.42,172.85,195.45,287.1,0.2873,1250.0,0.917,0,5272
   828 Lindemannia (A916 QH),MBA,N,N,10.34,47.891,0.057,20.52,,,0.0265,3.19,3.106,1.12,1.77,297.39,116.9,0.173,2080.0,2.09,0,6475
   829 Academia (A916 QF),MBA,N,N,11.18,42.685,0.054,7.891,,,0.1,2.58,2.323,8.28,352.25,42.54,80.68,0.2378,1510.0,1.33,0,9705
   830 Petropolitana (A917 YD),OMB,N,N,9.26,41.328,0.215,39.0,,,0.0663,3.21,2.997,3.8,340.23,91.92,278.98,0.1714,2100.0,2.01,0,9640
   831 Stateira (A916 SD),MBA,N,N,12.99,7.218,0.257,861.0,,,0.1458,2.213,1.89,4.84,178.02,225.21,29.36,0.2995,1200.0,0.901,0,5218
   832 Karin (A916 SE),MBA,N,N,11.22,15.812,0.221,18.348,,,0.0829,2.862,2.625,1.01,253.7,120.45,173.62,0.2035,1770.0,1.62,0,6397
   833 Monica (A916 SF),MBA,N,N,11.34,21.99,0.206,12.09,,,0.1165,3.012,2.661,9.78,352.8,37.41,301.68,0.1885,1910.0,1.67,0,9491
   834 Burnhamia (A916 SG),OMB,N,N,9.42,61.278,0.071,13.875,,,0.197,3.204,2.573,3.96,181.53,95.03,191.0,0.1718,2100.0,1.56,0,7288
   835 Olivia (A916 SH),OMB,N,N,11.54,30.418,0.025,,,,0.0875,3.219,2.938,3.7,308.43,68.13,341.78,0.1706,2110.0,1.94,0,6351
   836 Jole (A916 SJ),MBA,N,N,13.33,5.757,0.194,9.615,,,0.1763,2.19,1.804,4.85,199.74,179.76,228.71,0.3041,1180.0,0.805,0,8274
   837 Schwarzschilda (A916 SK),MBA,N,N,12.48,5.968,0.467,103.432,,,0.0411,2.299,2.205,6.74,199.92,173.76,102.87,0.2828,1270.0,1.2,0,8408
   838 Seraphina (A916 SL),MBA,N,N,10.26,58.095,0.048,11.69,,,0.1308,2.899,2.52,10.42,240.02,117.89,53.72,0.1997,1800.0,1.54,0,10038
   839 Valborg (A916 SM),MBA,N,N,10.73,20.39,0.3534,10.366,,,0.1524,2.615,2.216,12.6,338.15,339.23,335.96,0.2331,1540.0,1.21,0,8608
   840 Zenobia (A916 SN),MBA,N,N,10.06,27.306,0.232,5.565,,,0.1032,3.129,2.806,9.98,272.55,8.27,320.46,0.1781,2020.0,1.79,0,6685
   841 Arabella (A916 TA),MBA,N,N,12.81,7.501,0.213,3.142,,,0.07,2.256,2.098,3.79,354.64,120.83,340.34,0.291,1240.0,1.12,0,7150
   842 Kerstin (A916 TB),OMB,N,N,10.63,43.576,0.051,18.716,,,0.1156,3.24,2.866,14.49,5.37,353.23,327.82,0.169,2130.0,1.86,0,6636
   844 Leontina (A916 TC),OMB,N,N,9.8,42.154,0.173,6.7859,,,0.0692,3.202,2.981,8.78,348.64,354.87,74.43,0.172,2090.0,1.97,0,11896
   845 Naema (A916 WM),MBA,N,N,10.12,52.677,0.041,20.892,,,0.0685,2.94,2.738,12.61,42.99,292.28,299.41,0.1956,1840.0,1.76,0,5602
   846 Lipperta (A916 WN),MBA,N,N,10.36,52.41,0.0506,1641.0,,,0.1748,3.134,2.586,0.26,260.49,130.61,271.59,0.1776,2030.0,1.59,0,6748
   847 Agnia (A915 RP),MBA,N,N,10.09,24.931,0.152,14.827,,,0.0942,2.783,2.521,2.48,270.69,128.74,211.94,0.2123,1700.0,1.53,0,5902
   848 Inna (A915 RQ),MBA,N,N,11.31,33.027,0.069,45.479,,,0.1618,3.11,2.607,1.05,207.74,125.93,55.19,0.1797,2000.0,1.6,0,6408
   849 Ara (A915 UB),MBA,N,N,8.13,80.756,0.186,4.116,,,0.2009,3.146,2.514,19.54,228.27,62.59,317.49,0.1766,2040.0,1.56,0,5989
   850 Altona (A916 FG),MBA,N,N,9.69,80.9,0.039,11.1913,,,0.1302,2.997,2.607,15.53,120.93,134.46,338.85,0.19,1890.0,1.61,0,7342
   851 Zeissia (A916 GL),MBA,N,N,11.56,12.642,0.335,9.341,,,0.09,2.228,2.027,2.39,141.13,7.16,29.03,0.2964,1210.0,1.04,0,12228
   852 Wladilena (A916 GM),MBA,N,N,10.02,26.541,0.225,4.6134,,,0.2746,2.362,1.714,23.02,27.27,282.16,350.7,0.2715,1330.0,0.849,0,5787
   853 Nansenia (A916 GN),MBA,N,N,11.62,27.593,0.051,7.931,,,0.1065,2.312,2.066,9.21,182.78,60.59,29.07,0.2803,1280.0,1.07,0,9269
   854 Frostia (A916 GO),MBA,N,N,12.04,7.839,0.415,37.56,,,0.1756,2.368,1.952,6.09,190.51,84.57,327.57,0.2705,1330.0,0.946,0,6810
   855 Newcombia (A916 GP),MBA,N,N,11.75,12.392,0.219,3.003,,,0.1808,2.361,1.934,10.88,17.07,234.25,34.36,0.2716,1330.0,0.942,0,7086
   856 Backlunda (A916 GQ),MBA,N,N,10.9,45.449,0.045,12.08,,,0.1178,2.436,2.149,14.33,125.48,72.44,297.0,0.2592,1390.0,1.2,0,13412
   857 Glasenappia (A916 GR),MBA,N,N,11.56,14.497,0.271,8.2,,,0.0888,2.19,1.996,5.3,82.88,239.34,186.13,0.304,1180.0,0.987,0,11306
   858 El Djezair (A916 KF),MBA,N,N,10.4,22.519,0.375,29.639,,,0.1035,2.81,2.519,8.87,67.1,177.7,94.78,0.2092,1720.0,1.5,0,9188
   859 Bouzareah (A916 TD),OMB,N,N,9.74,65.417,0.031,23.2,,,0.1103,3.225,2.869,13.5,35.64,22.45,295.38,0.1702,2120.0,1.88,0,6339
   860 Ursina (A917 BE),MBA,N,N,10.04,34.561,0.116,9.386,,,0.1087,2.795,2.491,13.3,309.21,21.02,245.03,0.2109,1710.0,1.48,0,8660
   861 Aida (A917 BF),MBA,N,N,9.78,66.85,0.0571,10.95,,,0.0992,3.142,2.83,8.06,114.93,192.12,8.64,0.177,2030.0,1.81,0,9242
   862 Franzia (A917 BG),MBA,N,N,9.91,27.033,0.291,7.523,,,0.0829,2.802,2.57,13.9,299.89,119.31,115.64,0.2101,1710.0,1.61,0,9460
   863 Benkoela (A917 CG),OMB,N,N,9.09,38.724,0.29,7.0319,,,0.0248,3.204,3.124,25.47,116.75,102.27,271.24,0.1719,2090.0,2.16,0,6316
   864 Aase (A921 SB),MBA,N,N,12.8,7.249,0.239,3.2324,,,0.1905,2.208,1.788,5.45,163.07,193.89,269.0,0.3003,1200.0,0.783,0,5686
   865 Zubaida (A917 CH),MBA,N,N,11.65,17.77,0.0972,11.3533,,,0.1958,2.417,1.943,13.35,176.86,302.08,356.63,0.2624,1370.0,0.992,0,5315
   866 Fatme (A917 DG),MBA,N,N,9.68,78.061,0.046,11.6,,,0.0518,3.123,2.962,8.66,91.03,265.03,29.45,0.1785,2020.0,1.97,0,11910
   867 Kovacia (A917 DH),MBA,N,N,11.53,24.113,0.092,8.6772,,,0.1206,3.071,2.701,5.98,46.31,72.82,117.32,0.1831,1970.0,1.72,0,5869
   868 Lova (A917 HB),MBA,N,N,10.45,50.692,0.056,41.118,,,0.1461,2.704,2.309,5.84,115.74,287.12,307.14,0.2216,1620.0,1.33,0,9174
   869 Mellena (A917 JB),MBA,N,N,12.06,21.193,0.065,6.5155,,,0.2178,2.693,2.106,7.84,154.8,107.3,177.0,0.2231,1610.0,1.11,0,10034
   870 Manto (A917 JC),MBA,N,N,11.77,13.683,0.216,122.3,,,0.2658,2.322,1.705,6.2,120.74,197.16,180.51,0.2786,1290.0,0.691,0,11072
   871 Amneris (A917 JD),MBA,N,N,12.68,8.011,0.38,78.704,,,0.1192,2.223,1.958,4.25,157.92,66.29,272.09,0.2974,1210.0,0.952,0,8814
   872 Holda (A917 KH),MBA,N,N,10.12,34.431,0.165,5.945,,,0.0808,2.731,2.51,7.38,194.65,21.0,26.78,0.2184,1650.0,1.5,0,6559
   873 Mechthild (A917 KJ),MBA,N,N,11.5,34.471,0.04,11.006,,,0.148,2.627,2.238,5.28,149.98,109.62,151.6,0.2314,1560.0,1.23,0,9132
   874 Rotraut (A917 KK),MBA,N,N,10.24,58.287,0.054,14.297,,,0.08,3.152,2.9,11.14,190.59,8.19,165.04,0.1761,2040.0,1.9,0,9209
   875 Nymphe (A917 KG),MBA,N,N,11.19,14.107,0.223,12.618,,,0.1507,2.555,2.17,14.56,195.94,117.82,144.36,0.2413,1490.0,1.2,0,5762
   876 Scott (A917 MB),MBA,N,N,10.94,22.42,0.153,11.817,,,0.1154,3.007,2.66,11.35,150.84,209.9,194.88,0.189,1900.0,1.66,0,7094
   877 Walkure (A915 RV),MBA,N,N,10.97,38.41,0.0623,17.424,,,0.159,2.487,2.092,4.26,116.35,276.03,5.0,0.2513,1430.0,1.1,0,9838
   878 Mildred (A916 RC),MBA,N,N,14.87,2.529,0.399,2.6607,,,0.226,2.361,1.827,2.07,172.8,190.25,42.67,0.2717,1330.0,0.824,0,5351
   879 Ricarda (A917 OB),MBA,N,N,11.1,18.312,0.23,134.78,,,0.1547,2.532,2.14,13.68,269.79,96.64,279.44,0.2447,1470.0,1.19,0,7734
   880 Herba (A917 OC),MBA,N,N,11.31,32.329,0.049,12.266,,,0.3222,3.001,2.034,15.14,262.56,100.87,266.87,0.1896,1900.0,1.1,0,6030
   881 Athene (A917 OD),MBA,N,N,11.9,12.153,0.237,13.895,,,0.2078,2.611,2.068,14.21,276.95,41.4,227.92,0.2337,1540.0,1.07,0,8004
   882 Swetlana (A917 PB),MBA,N,N,10.72,42.44,0.062,29.867,,,0.2677,3.121,2.286,6.13,256.24,126.12,149.36,0.1787,2010.0,1.3,0,5554
   883 Matterania (A917 RD),MBA,N,N,12.77,7.036,0.263,5.64,,,0.1985,2.239,1.795,4.71,285.44,42.65,132.0,0.2941,1220.0,0.785,0,10881
   884 Priamus (A917 SU),TJN,N,N,8.65,101.093,0.044,6.8605,,,0.1235,5.21,4.566,8.9,301.44,337.54,129.6,0.08288,4340.0,3.55,0,6403
   885 Ulrike (A917 SV),MBA,N,N,10.71,30.537,0.109,4.9,,,0.1828,3.099,2.532,3.31,148.86,204.09,319.71,0.1807,1990.0,1.53,0,7320
   886 Washingtonia (A917 WA),MBA,N,N,9.4,86.793,0.078,9.001,,,0.2729,3.169,2.304,16.85,58.78,302.44,90.92,0.1747,2060.0,1.35,0,10119
   887 Alinda (A918 AA),AMO,Y,N,13.82,4.2,0.31,28.41,,,0.5712,2.474,1.061,9.4,110.41,350.53,81.54,0.2533,1420.0,0.0797,0,5880
   888 Parysatis (A918 CE),MBA,N,N,9.36,44.749,0.139,5.9314,,,0.1954,2.707,2.178,13.86,123.9,297.77,96.94,0.2213,1630.0,1.23,0,5509
   889 Erynia (A918 EN),MBA,N,N,11.03,16.682,0.23,9.89,,,0.2038,2.446,1.947,8.11,132.49,278.39,137.95,0.2577,1400.0,0.977,0,6049
   890 Waltraut (A918 EO),MBA,N,N,10.49,28.376,0.121,12.581,,,0.0594,3.022,2.842,10.88,160.51,86.62,96.15,0.1876,1920.0,1.86,0,6701
   891 Gunhild (A918 KB),MBA,N,N,9.97,55.747,0.065,11.892,,,0.0259,2.861,2.787,13.55,105.79,296.08,276.18,0.2037,1770.0,1.82,0,5584
   892 Seeligeria (A918 KC),OMB,N,N,9.82,74.481,0.055,16.693,,,0.1058,3.224,2.883,21.34,175.87,286.16,302.93,0.1703,2110.0,1.98,0,10085
   893 Leopoldina (A918 KD),MBA,N,N,9.62,85.992,0.039,12.597,,,0.1455,3.054,2.609,17.03,144.89,222.81,301.12,0.1847,1950.0,1.63,0,6690
   894 Erda (A918 LA),MBA,N,N,9.74,28.309,0.12,4.6897,,,0.1099,3.125,2.781,12.72,190.38,118.6,145.88,0.1784,2020.0,1.79,0,8255
   895 Helio (A918 NA),OMB,N,N,8.3,109.568,0.071,9.347,,,0.1425,3.203,2.747,26.09,264.54,177.03,107.04,0.1719,2090.0,1.76,0,6238
   896 Sphinx (A918 PE),MBA,N,N,11.74,11.974,0.242,21.038,,,0.1647,2.285,1.908,8.2,254.07,2.07,62.26,0.2854,1260.0,0.892,0,8382
   897 Lysistrata (A918 PF),MBA,N,N,10.49,24.337,0.214,11.34,,,0.0931,2.544,2.307,14.32,257.93,24.98,194.23,0.2429,1480.0,1.3,0,10921
   898 Hildegard (A918 PG),MBA,N,N,11.64,11.693,0.205,24.855,,,0.3733,2.726,1.708,10.1,241.48,49.75,295.16,0.219,1640.0,0.711,0,6974
   899 Jokaste (A918 PH),MBA,N,N,10.25,31.018,0.161,6.245,,,0.2014,2.905,2.32,12.48,252.36,127.1,187.1,0.199,1810.0,1.35,0,8572
   900 Rosalinde (A918 PJ),MBA,N,N,11.71,19.618,0.085,16.689,,,0.1642,2.473,2.067,11.56,182.09,122.51,219.38,0.2535,1420.0,1.08,0,9403
   901 Brunsia (A918 QA),MBA,N,N,11.61,13.21,0.234,3.1363,,,0.2207,2.225,1.734,3.45,265.03,68.52,120.6,0.2969,1210.0,0.726,0,7358
   902 Probitas (A918 RG),MBA,N,N,12.02,8.552,0.383,10.168,,,0.179,2.447,2.009,6.35,353.02,28.4,345.89,0.2575,1400.0,1.01,0,5625
   903 Nealley (A918 RH),OMB,N,N,10.12,58.065,0.054,19.72,,,0.0495,3.242,3.081,11.79,159.1,232.61,87.25,0.1689,2130.0,2.1,0,7298
   904 Rockefellia (A918 UC),MBA,N,N,10.45,49.146,0.055,6.823,,,0.0851,2.995,2.74,15.18,197.78,254.47,195.7,0.1902,1890.0,1.8,0,8130
   905 Universitas (A918 UE),MBA,N,N,11.68,12.07,0.28,14.238,,,0.1535,2.216,1.876,5.32,37.1,343.19,176.35,0.2989,1200.0,0.878,0,11658
   906 Repsolda (A918 UF),MBA,N,N,9.44,65.752,0.065,15.368,,,0.0847,2.895,2.65,11.78,40.06,293.19,322.79,0.2001,1800.0,1.67,0,7253
   907 Rhoda (A918 VA),MBA,N,N,9.92,82.66,0.032,22.467,,,0.1644,2.798,2.338,19.53,42.91,88.53,244.3,0.2106,1710.0,1.45,0,13546
   908 Buda (A918 WD),MBA,N,N,10.7,30.749,0.087,14.572,,,0.1465,2.474,2.111,13.42,85.47,23.25,144.56,0.2533,1420.0,1.13,0,5905
   909 Ulla (A919 CA),OMB,N,N,8.74,116.44,0.0343,8.7155,,,0.0943,3.544,3.209,18.81,145.99,230.1,118.38,0.1478,2440.0,2.24,0,6196
   910 Anneliese (A919 EC),MBA,N,N,10.49,48.59,0.057,11.2863,,,0.1565,2.924,2.467,9.21,49.79,207.55,16.15,0.1971,1830.0,1.45,0,6349
   911 Agamemnon (A919 FB),TJN,N,N,7.86,131.038,0.072,6.592,,,0.0669,5.286,4.932,21.75,338.02,82.42,102.28,0.08109,4440.0,4.03,0,5577
