full_name,class,neo,pha,H,diameter,albedo,rot_per,GM,density,e,a,q,i,om,w,ma,n,per,moid,condition_code,n_obs_used
455299 (2002 EL6),APO,Y,Y,18.05,0.537,0.386,,,,0.5802,2.299,0.965,9.53,84.83,186.97,258.02,0.2827,1270.0,0.0454,0.0,602
455426 (2003 MT9),APO,Y,N,18.76,0.685,0.137,,,,0.9223,2.534,0.197,6.83,233.37,200.72,184.5,0.2444,1470.0,0.0538,0.0,260
455594 (2004 SV55),APO,Y,N,17.91,1.625,0.042,,,,0.6583,1.759,0.601,41.17,344.49,280.88,44.44,0.4224,852.0,0.092,0.0,483
455795 (2005 SF),APO,Y,N,18.84,1.242,0.035,,,,0.654,1.952,0.675,10.11,110.4,148.96,162.91,0.3614,996.0,0.131,0.0,108
456537 (2007 BG),ATE,Y,N,19.63,0.308,0.242,,,,0.3306,0.7869,0.527,12.75,168.27,133.41,162.37,1.412,255.0,0.0523,0.0,319
457647 (2009 CZ),APO,Y,N,17.9,1.958,0.031,,,,0.7133,2.287,0.656,21.75,46.46,189.28,291.38,0.285,1260.0,0.312,0.0,107
458135 (2010 GE25),AMO,Y,N,20.27,0.304,0.23,,,,0.4677,2.067,1.1,21.61,324.31,235.56,85.98,0.3317,1090.0,0.223,0.0,182
458436 (2011 AL52),AMO,Y,Y,17.45,1.102,0.159,,,,0.6363,2.802,1.019,13.44,272.7,171.76,49.42,0.2101,1710.0,0.0387,0.0,168
459683 (2013 MY5),APO,Y,Y,19.79,0.269,0.322,,,,0.453,1.662,0.909,3.0,102.88,279.03,245.9,0.46,783.0,0.0322,0.0,183
462041 (2007 DL8),APO,Y,N,17.36,1.847,0.052,,,,0.763,2.664,0.631,19.64,154.67,135.44,72.19,0.2266,1590.0,0.18,0.0,234
462238 (2008 CN1),ATE,Y,Y,20.66,0.227,0.197,6.0555,,,0.3478,0.7706,0.503,7.22,331.43,7.29,249.03,1.457,247.0,0.0336,1.0,568
462775 (2010 GY6),APO,Y,N,19.39,0.579,0.028,,,,0.2342,1.287,0.985,21.91,204.66,116.04,137.79,0.6754,533.0,0.0926,0.0,384
463664 (2014 JY24),APO,Y,N,18.64,0.868,0.085,,,,0.5929,1.632,0.665,19.96,67.26,38.18,257.4,0.4726,762.0,0.202,0.0,292
464797 (2004 FZ1),APO,Y,N,18.3,0.726,0.16,45.4,,,0.5308,1.794,0.842,52.63,152.56,89.5,335.8,0.4103,878.0,0.227,0.0,357
464798 (2004 JX20),ATE,Y,N,19.37,1.109,0.028,10.758,,,0.2657,0.9016,0.662,10.53,101.74,349.13,166.42,1.151,313.0,0.0947,0.0,995
464885 (2005 LS3),AMO,Y,N,19.47,0.384,0.19,,,,0.2677,1.49,1.091,34.9,85.21,123.61,124.49,0.5421,664.0,0.176,0.0,214
465098 (2006 UQ217),AMO,Y,N,16.62,2.073,0.097,,,,0.5895,2.99,1.227,22.22,84.57,240.27,272.12,0.1906,1890.0,0.35,0.0,415
465749 (2009 WO6),AMO,Y,N,17.32,2.49,0.034,86.2,,,0.5832,3.08,1.284,28.79,76.21,30.37,325.85,0.1823,1970.0,0.343,0.0,501
465826 (2010 GA24),APO,Y,Y,21.09,0.15,0.285,,,,0.5469,2.097,0.95,7.68,30.65,237.59,31.31,0.3247,1110.0,0.0479,0.0,241
467352 (2003 KZ18),ATE,Y,N,21.34,0.47,0.026,,,,0.3308,0.9491,0.635,23.89,249.95,154.64,339.12,1.066,338.0,0.158,0.0,166
467372 (2004 LG),APO,Y,N,18.11,0.874,0.146,,,,0.8967,2.065,0.213,71.17,256.84,164.73,57.36,0.3322,1080.0,0.518,0.0,132
468117 (2014 ED),APO,Y,N,19.18,0.493,0.139,,,,0.6382,1.546,0.559,21.77,74.95,355.08,66.59,0.5125,702.0,0.366,0.0,92
468468 (2004 KH17),ATE,Y,Y,22.01,0.197,0.072,,,,0.4981,0.7122,0.357,22.13,79.11,340.73,112.1,1.64,220.0,0.0047,0.0,248
468727 (2010 JE87),ATE,Y,Y,20.76,0.308,0.108,,,,0.437,0.9042,0.509,16.91,120.47,242.31,292.89,1.146,314.0,0.0355,0.0,192
469445 (2002 LT24),ATE,Y,N,22.14,0.143,0.136,,,,0.4958,0.7201,0.363,0.77,165.65,283.09,302.27,1.613,223.0,0.0114,0.0,287
469494 (2002 XS40),APO,Y,N,20.09,0.758,0.028,,,,0.3382,1.498,0.991,11.63,97.59,83.83,125.47,0.5378,669.0,0.155,0.0,391
469513 (2003 QR79),APO,Y,N,20.87,0.297,0.087,4.11,,,0.3055,1.278,0.888,17.16,333.01,103.2,72.87,0.6818,528.0,0.0693,0.0,264
471083 (2009 XF2),APO,Y,N,20.04,0.244,0.271,,,,0.2469,1.286,0.968,14.01,88.46,113.44,239.91,0.6762,532.0,0.063,0.0,225
471241 (2011 BX18),APO,Y,Y,18.58,1.451,0.044,4.828,,,0.7321,2.865,0.768,14.7,310.41,304.52,334.94,0.2032,1770.0,0.0373,0.0,2101
474425 (2002 YF4),AMO,Y,N,18.84,0.358,0.368,,,,0.3339,1.755,1.169,33.68,61.65,93.58,276.87,0.4241,849.0,0.429,0.0,391
474549 (2003 WX153),APO,Y,N,18.07,1.488,0.06,,,,0.6029,2.186,0.868,32.54,91.35,63.16,263.68,0.3049,1180.0,0.0862,0.0,713
475016 (2005 UO),APO,Y,N,22.06,0.164,0.094,,,,0.5826,1.351,0.564,7.7,19.09,258.66,325.88,0.6279,573.0,0.00186,0.0,124
475950 (2007 FE1),APO,Y,N,18.85,0.389,0.353,,,,0.5488,2.017,0.91,9.85,44.72,193.23,156.58,0.344,1050.0,0.0691,0.0,133
476438 (2008 EB9),AMO,Y,N,20.34,0.433,0.065,,,,0.2172,1.563,1.223,21.35,341.66,251.47,329.77,0.5045,714.0,0.344,0.0,331
477490 (2010 CG18),AMO,Y,N,20.59,0.652,0.017,,,,0.2261,1.439,1.113,10.15,78.78,351.62,78.71,0.5712,630.0,0.129,0.0,299
477491 (2010 CD19),APO,Y,N,17.99,0.739,0.25,,,,0.5787,2.258,0.951,20.75,309.39,132.64,241.77,0.2906,1240.0,0.0721,0.0,204
477519 (2010 DJ56),APO,Y,Y,19.15,0.321,0.327,,,,0.2453,1.25,0.943,34.84,149.91,309.29,153.78,0.7053,510.0,0.0265,0.0,226
477524 (2010 EH43),AMO,Y,N,18.67,0.991,0.054,,,,0.0441,1.278,1.222,37.54,5.4,196.1,295.93,0.6823,528.0,0.225,0.0,333
477588 (2010 JD87),APO,Y,N,19.39,0.692,0.093,,,,0.6395,1.428,0.515,24.62,338.33,148.61,77.19,0.5778,623.0,0.284,0.0,94
477762 (2010 XZ67),AMO,Y,N,19.74,0.326,0.201,15.04,,,0.4943,2.06,1.042,11.85,280.19,169.17,10.12,0.3333,1080.0,0.0623,0.0,633
480936 (2003 QH5),APO,Y,Y,20.26,0.537,0.056,6.74,,,0.2201,1.26,0.982,17.62,299.2,321.2,306.64,0.6972,516.0,0.00532,0.0,267
481327 (2006 BB27),AMO,Y,Y,19.9,0.216,0.378,,,,0.2457,1.362,1.027,27.16,132.16,144.68,54.84,0.62,581.0,0.0486,0.0,179
482054 (2010 AE),APO,Y,N,19.47,0.413,0.18,,,,0.377,1.489,0.927,15.98,294.47,270.86,217.48,0.5426,663.0,0.146,0.0,322
482055 (2010 AH30),AMO,Y,N,18.5,1.855,0.022,,,,0.5501,2.288,1.03,43.35,104.39,118.83,157.5,0.2847,1260.0,0.21,0.0,278
482111 (2010 NT1),AMO,Y,N,19.44,0.383,0.209,,,,0.2179,1.458,1.141,39.53,283.25,306.32,282.0,0.5596,643.0,0.205,0.0,153
483508 (2003 CR1),APO,Y,Y,20.02,0.202,0.433,26.39,,,0.4629,1.453,0.78,12.72,310.93,101.98,44.99,0.5629,640.0,0.0267,0.0,281
484402 (2007 XH16),APO,Y,Y,19.68,0.452,0.125,3.6342,,,0.2349,1.187,0.908,27.43,91.27,58.33,267.84,0.7621,472.0,0.0137,0.0,462
485110 (2010 HZ108),APO,Y,N,20.93,0.356,0.055,,,,0.2086,1.249,0.988,22.88,173.98,106.69,350.2,0.7064,510.0,0.107,0.0,107
488494 (2000 JA3),AMO,Y,N,18.74,0.766,0.1,,,,0.4557,2.256,1.228,10.2,119.54,151.42,181.43,0.2908,1240.0,0.225,0.0,471
488789 (2004 XK50),APO,Y,Y,18.98,1.039,0.038,,,,0.6886,1.451,0.452,38.23,94.05,104.01,314.44,0.5638,639.0,0.042,0.0,234
488803 (2005 GB120),ATE,Y,N,20.48,0.209,0.283,,,,0.3947,0.7912,0.479,9.15,160.86,243.83,223.41,1.401,257.0,0.0743,0.0,239
489203 (2006 JT),AMO,Y,N,18.65,1.52,0.019,,,,0.4783,2.403,1.254,36.38,20.88,162.61,99.01,0.2646,1360.0,0.266,0.0,71
490581 (2009 WZ104),ATE,Y,Y,20.85,0.237,0.314,19.304,,,0.1926,0.8555,0.691,9.84,263.23,10.59,209.78,1.246,289.0,0.0302,0.0,1209
492478 (2014 NB39),APO,Y,N,19.71,1.084,0.024,,,,0.686,1.675,0.526,17.02,218.44,179.67,46.66,0.4546,792.0,0.288,0.0,89
495858 (2003 MJ4),APO,Y,N,18.83,0.342,0.548,,,,0.5619,2.303,1.009,5.31,77.37,271.83,124.93,0.2821,1280.0,0.0916,0.0,732
496174 (2011 CQ4),APO,Y,N,18.46,0.657,0.179,128.0,,,0.5832,2.002,0.834,23.74,85.97,86.46,45.62,0.348,1030.0,0.166,0.0,224
496816 (1989 UP),APO,Y,Y,20.54,0.3,,6.98,,,0.4723,1.861,0.982,3.85,53.15,17.84,51.75,0.3881,928.0,0.00562,0.0,368
496817 (1989 VB),APO,Y,Y,19.99,0.4,,14.533,,,0.4602,1.862,1.005,2.18,37.83,330.93,73.57,0.388,928.0,0.0166,0.0,308
496837 (1998 SB15),AMO,Y,N,20.83,0.337,0.062,,,,0.1614,1.226,1.028,15.63,6.74,67.7,302.47,0.7257,496.0,0.112,0.0,376
496962 (2002 GP186),APO,Y,N,20.31,0.175,0.439,,,,0.3311,1.285,0.859,8.11,31.17,24.85,194.8,0.6767,532.0,0.0813,0.0,119
498066 (2007 RM133),AMO,Y,N,18.55,0.589,0.268,6.21,,,0.4413,2.21,1.235,10.76,106.04,181.28,227.12,0.2999,1200.0,0.217,0.0,1780
498143 (2007 TR65),APO,Y,N,18.8,1.531,0.023,,,,0.5615,1.154,0.506,43.48,23.74,215.75,288.22,0.7947,453.0,0.296,0.0,244
499490 (2010 MW),AMO,Y,N,18.98,1.202,0.031,,,,0.4713,2.277,1.204,21.35,246.24,105.6,135.33,0.2869,1250.0,0.385,0.0,188
499496 (2010 MR87),AMO,Y,N,19.49,0.357,0.22,,,,0.3907,1.734,1.056,34.99,195.26,132.49,243.82,0.4318,834.0,0.15,0.0,261
499582 (2010 TH19),APO,Y,Y,20.53,0.461,0.044,,,,0.3101,1.464,1.01,6.83,254.2,201.5,139.78,0.5562,647.0,0.0364,0.0,261
501878 (2014 WF365),APO,Y,N,17.25,2.177,0.049,,,,0.7616,2.264,0.54,17.82,165.68,15.23,44.38,0.2894,1240.0,0.287,0.0,238
503941 (2003 UV11),APO,Y,Y,19.62,0.26,0.376,18.25,,,0.7627,1.454,0.345,5.93,31.77,124.94,189.05,0.5624,640.0,0.00783,0.0,1084
504800 (2010 CO1),APO,Y,Y,21.48,0.38,0.032,,,,0.2179,1.013,0.792,24.02,351.55,252.72,105.66,0.9671,372.0,0.0215,0.0,158
504827 (2010 KZ117),AMO,Y,N,19.09,0.615,0.092,,,,0.5112,2.272,1.111,33.19,314.09,321.48,179.71,0.2878,1250.0,0.169,0.0,106
504994 (2011 JU2),AMO,Y,N,18.41,1.492,0.035,,,,0.4603,2.014,1.087,56.1,47.22,301.29,322.68,0.3448,1040.0,0.268,0.0,130
505093 (2011 VQ5),AMO,Y,N,20.2,0.556,0.052,,,,0.4368,2.061,1.161,7.19,30.26,89.6,228.51,0.333,1080.0,0.222,0.0,487
505657 (2014 SR339),APO,Y,Y,18.48,0.971,0.068,8.71,,,0.3038,1.299,0.905,29.8,138.74,299.65,123.32,0.6654,541.0,0.035,0.0,1636
505667 (2014 UV33),AMO,Y,N,17.82,0.82,0.182,18.83,,,0.4139,2.016,1.182,8.86,115.67,335.32,282.08,0.3443,1050.0,0.207,0.0,730
506074 Svarog (2015 UM67),APO,Y,Y,18.9,0.665,0.11,,,,0.6874,1.558,0.487,6.01,150.01,132.28,90.47,0.5068,710.0,0.048,0.0,651
506590 (2005 XB1),APO,Y,N,21.97,0.099,0.287,,,,0.4188,1.131,0.658,8.71,73.31,232.95,291.54,0.819,440.0,0.0704,0.0,132
510055 (2010 FH81),APO,Y,Y,21.46,0.2,0.094,,,,0.2104,1.225,0.968,16.8,84.6,158.32,154.39,0.7265,496.0,0.037,0.0,105
510073 (2010 JF88),APO,Y,N,18.56,0.451,0.316,,,,0.6586,2.232,0.762,17.31,115.63,212.1,207.63,0.2956,1220.0,0.15,0.0,244
510262 (2011 HJ61),APO,Y,N,19.2,1.284,0.02,,,,0.4176,1.484,0.864,21.08,216.04,191.05,180.9,0.5454,660.0,0.124,0.0,192
511008 (2013 PX6),APO,Y,Y,18.55,1.647,0.028,,,,0.6514,2.597,0.905,13.66,187.35,229.74,319.72,0.2356,1530.0,0.0298,0.0,451
511243 (2014 BS32),AMO,Y,N,18.91,1.195,0.037,,,,0.217,1.576,1.234,11.64,334.91,271.33,241.5,0.4979,723.0,0.314,0.0,521
511684 (2015 BN509),APO,Y,Y,20.77,0.315,0.093,5.6713,,,0.5684,1.007,0.435,4.16,120.06,143.22,196.45,0.9756,369.0,0.0247,0.0,592
511777 (2015 EZ),APO,Y,N,20.14,0.194,0.358,6.57,,,0.2837,1.364,0.977,13.21,185.39,65.21,204.08,0.6186,582.0,0.0845,0.0,855
511808 (2015 FH120),APO,Y,N,18.67,0.746,0.105,,,,0.6097,2.038,0.795,11.09,71.43,15.46,256.25,0.3388,1060.0,0.127,0.0,2309
513550 (2010 NG3),AMO,Y,N,17.18,1.451,0.111,4.229,,,0.5698,2.61,1.123,26.66,63.73,195.52,251.4,0.2338,1540.0,0.12,0.0,378
514041 (2014 MQ18),AMO,Y,N,15.65,5.272,0.037,,,,0.5986,2.901,1.164,35.07,347.21,333.08,84.58,0.1995,1800.0,0.196,0.0,575
514652 (2005 SC71),AMO,Y,N,18.31,0.741,0.154,,,,0.3828,1.91,1.179,32.38,196.49,117.88,262.33,0.3734,964.0,0.331,0.0,284
515049 (2010 FL),APO,Y,N,19.3,0.351,0.273,,,,0.6565,1.917,0.659,11.39,66.55,214.21,292.39,0.3712,970.0,0.142,0.0,277
516803 (2010 JG88),APO,Y,N,19.52,0.463,0.144,,,,0.3845,1.374,0.846,30.61,213.33,106.08,184.62,0.6122,588.0,0.0526,0.0,228
516984 (2012 PN28),APO,Y,N,18.26,1.824,0.04,,,,0.5316,1.78,0.834,24.48,319.03,174.92,76.09,0.4149,868.0,0.152,0.0,177
518507 (2006 EE1),APO,Y,N,19.94,0.794,0.034,4.62,,,0.2764,1.203,0.87,36.4,154.21,278.04,32.48,0.7473,482.0,0.0725,0.0,272
518810 (2010 CF19),APO,Y,Y,21.85,0.083,0.448,,,,0.2699,1.193,0.871,7.18,154.7,265.32,85.37,0.7563,476.0,0.0321,0.0,180
520808 (2014 TF64),APO,Y,N,20.01,0.704,0.032,,,,0.418,1.613,0.939,52.67,217.96,114.24,180.93,0.481,748.0,0.131,0.0,236
523589 (2001 HA4),APO,Y,Y,17.79,1.851,0.047,,,,0.7934,2.69,0.556,17.18,353.95,95.72,224.25,0.2234,1610.0,0.0252,0.0,243
523595 (2002 OS4),AMO,Y,N,18.37,0.658,0.195,,,,0.4536,1.924,1.051,26.81,289.41,102.23,231.83,0.3694,975.0,0.298,0.0,789
523631 (2009 SX1),APO,Y,N,18.94,0.564,0.167,4.1321,,,0.4473,1.722,0.952,8.29,335.01,115.4,22.85,0.4361,825.0,0.0726,0.0,886
523632 (2009 UX17),AMO,Y,N,21.51,0.309,0.042,,,,0.0835,1.189,1.09,10.8,216.08,278.62,50.96,0.7599,474.0,0.149,0.0,341
523636 (2010 EX119),APO,Y,N,19.42,0.55,0.086,,,,0.5939,1.905,0.774,15.52,211.73,22.46,324.22,0.3749,960.0,0.158,0.0,105
523637 (2010 LT108),APO,Y,N,19.53,0.602,0.059,,,,0.3708,1.349,0.849,31.87,161.12,9.48,356.82,0.6288,573.0,0.139,0.0,99
523664 (2012 OD1),ATE,Y,Y,18.52,0.346,0.536,12.63,,,0.5029,0.8288,0.412,42.26,303.72,224.36,353.67,1.306,276.0,0.0391,0.0,1140
523747 (2014 US192),APO,Y,N,18.82,0.873,0.077,,,,0.7585,2.205,0.533,14.65,175.0,340.63,111.31,0.301,1200.0,0.231,0.0,223
523775 (2014 YB35),APO,Y,Y,19.11,0.279,0.569,3.277,,,0.4831,1.877,0.97,12.63,3.69,188.66,49.98,0.3833,939.0,0.0234,0.0,745
523816 (2009 ST103),APO,Y,Y,18.14,0.851,0.141,,,,0.7185,2.7,0.76,15.73,226.43,234.69,215.07,0.2221,1620.0,0.0372,0.0,153
523826 (1990 UP),AMO,Y,N,20.34,0.3,,20.0,,,0.1708,1.33,1.103,28.22,33.18,294.21,2.32,0.6427,560.0,0.2,0.0,182
529668 (2010 JL33),APO,Y,Y,17.89,1.778,0.047,9.443,,,0.7348,2.677,0.71,5.38,52.46,309.88,160.75,0.225,1600.0,0.0312,0.0,757
529718 (2010 KY127),APO,Y,N,16.83,1.77,0.129,,,,0.8826,2.491,0.292,60.75,6.85,357.16,310.72,0.2507,1440.0,0.708,0.0,90
529720 (2010 LM14),APO,Y,N,21.33,0.361,0.037,,,,0.3794,1.111,0.689,25.92,176.64,187.93,9.08,0.8421,427.0,0.314,0.0,64
529753 (2010 MF1),AMO,Y,Y,19.65,0.363,0.178,,,,0.5882,2.499,1.029,9.1,286.93,27.83,312.58,0.2495,1440.0,0.041,0.0,680
529819 (2010 PM58),APO,Y,N,20.86,0.259,0.095,,,,0.4597,1.371,0.741,13.59,332.35,53.83,153.74,0.6138,586.0,0.0975,1.0,38
530531 (2011 OL5),AMO,Y,N,20.24,0.28,0.187,11.009,,,0.1586,1.222,1.028,15.73,105.67,64.96,338.79,0.7299,493.0,0.118,0.0,636
530871 (2011 WS2),APO,Y,N,17.25,1.434,,,,,0.7433,1.009,0.259,46.8,326.72,307.68,334.04,0.9718,370.0,0.094,1.0,127
530938 (2011 XE),ATE,Y,N,19.29,0.413,0.197,,,,0.4634,0.7839,0.421,20.72,221.24,46.64,179.72,1.42,254.0,0.0535,0.0,305
532874 (2013 YZ13),AMO,Y,N,19.64,0.31,0.266,23.86,,,0.2617,1.391,1.027,31.22,288.39,235.52,51.5,0.6011,599.0,0.135,0.0,291
533722 (2014 NE52),APO,Y,Y,18.11,0.701,0.249,,,,0.6585,2.385,0.815,3.86,54.52,337.62,3.99,0.2675,1350.0,0.0358,0.0,712
534676 (2014 VK2),APO,Y,N,18.53,0.691,0.123,,,,0.604,1.838,0.728,16.37,63.25,232.12,181.52,0.3955,910.0,0.0953,0.0,282
535148 (2014 XR6),AMO,Y,N,18.38,0.861,0.114,,,,0.5325,2.587,1.21,27.13,67.94,70.8,218.95,0.2368,1520.0,0.427,0.0,330
537829 (2015 XY378),ATE,Y,N,19.51,0.312,0.214,,,,0.4893,0.7102,0.363,13.92,1.2,265.69,59.42,1.647,219.0,0.197,1.0,168
538212 (2016 CA136),APO,Y,Y,19.35,0.654,0.079,,,,0.7812,2.031,0.445,1.26,239.74,125.0,154.94,0.3405,1060.0,0.00704,0.0,296
612929 (2005 CR37),APO,Y,N,18.95,1.201,0.034,5.6,,,0.4686,1.905,1.012,26.05,335.51,209.79,309.75,0.3749,960.0,0.0615,0.0,285
613726 (2007 EF),ATE,Y,Y,21.34,0.26,0.072,,,,0.4101,0.8203,0.484,21.73,158.33,226.04,159.16,1.327,271.0,0.0259,0.0,120
613939 (2008 CH116),ATE,Y,N,19.25,0.322,0.355,,,,0.5875,0.6628,0.273,20.37,85.89,248.18,206.7,1.827,197.0,0.225,0.0,155
613995 (2008 NP3),APO,Y,N,22.85,0.193,0.023,,,,0.334,1.005,0.669,1.43,78.33,328.19,4.28,0.9783,368.0,0.0152,0.0,114
614316 (2008 YZ32),APO,Y,N,20.25,0.382,0.111,0.0963683,,,0.6205,1.038,0.394,16.54,105.19,224.47,68.54,0.9324,386.0,0.051,0.0,231
614521 (2009 UK),AMO,Y,N,19.92,0.28,0.225,,,,0.483,1.977,1.022,3.53,165.49,309.49,243.84,0.3544,1020.0,0.0584,0.0,245
614599 (2010 AB78),AMO,Y,N,18.31,1.671,0.03,,,,0.5454,2.256,1.026,33.27,316.8,296.6,215.85,0.2908,1240.0,0.208,0.0,177
614603 (2010 CM),AMO,Y,N,18.52,1.168,0.057,,,,0.5299,2.628,1.236,7.43,124.95,94.41,220.4,0.2313,1560.0,0.268,0.0,128
614643 (2010 GH65),AMO,Y,N,18.87,0.493,0.241,,,,0.6084,2.717,1.064,20.84,42.4,228.65,172.9,0.2201,1640.0,0.158,0.0,98
618348 (2016 PN),ATE,Y,N,20.22,0.16,0.495,5.455,,,0.3323,0.8587,0.573,21.6,126.04,23.68,22.8,1.239,291.0,0.0695,0.0,315
620091 (2015 FD341),ATE,Y,N,17.87,1.248,0.094,,,,0.6751,0.9552,0.31,20.54,7.51,67.03,234.51,1.056,341.0,0.125,1.0,114
620094 (2016 AJ193),APO,Y,Y,18.98,1.374,0.031,,,,0.8161,3.262,0.6,22.57,331.1,82.2,252.4,0.1673,2150.0,0.0147,0.0,467
666241 (2010 BK2),ATE,Y,N,22.04,0.118,0.205,,,,0.4479,0.9043,0.499,6.05,278.0,72.66,232.06,1.146,314.0,0.0329,0.0,85
675481 (2015 XL128),APO,Y,N,17.82,0.492,0.563,,,,0.702,2.574,0.767,17.94,42.17,161.28,123.47,0.2386,1510.0,0.192,0.0,231
676261 (2016 EE156),APO,Y,N,17.89,1.99,0.031,,,,0.8113,2.577,0.486,29.01,134.05,175.73,97.64,0.2383,1510.0,0.478,0.0,360
676362 (2016 FG15),APO,Y,N,19.96,0.686,0.041,,,,0.6945,2.498,0.763,16.62,72.48,183.79,144.32,0.2496,1440.0,0.225,0.0,157
706765 (2010 TK7),ATE,Y,N,20.78,0.379,0.059,,,,0.1903,0.9986,0.809,20.91,96.42,46.06,306.87,0.9877,364.0,0.082,0.0,153
723661 (2007 ES),APO,Y,N,18.84,0.848,,,,,0.5951,1.57,0.636,35.19,334.5,19.34,282.06,0.5012,718.0,0.355,1.0,87
726196 (2009 UP1),APO,Y,N,20.02,0.615,0.035,,,,0.4031,1.516,0.905,17.27,237.09,195.87,201.6,0.5279,682.0,0.0712,0.0,131
738442 (2016 SG1),APO,Y,N,17.21,2.73,0.024,,,,0.6964,2.13,0.647,36.42,175.49,354.44,306.21,0.3171,1140.0,0.348,0.0,203
741537 (2006 HV5),ATE,Y,Y,19.41,0.307,0.246,,,,0.3156,0.8425,0.577,32.02,35.94,317.51,8.22,1.275,282.0,0.0169,0.0,402
749081 (2014 EZ48),APO,Y,N,18.93,0.453,0.26,5.96,,,0.5639,2.255,0.983,25.51,178.75,82.05,136.8,0.2911,1240.0,0.264,0.0,600
749593 (2014 NE3),APO,Y,N,20.04,0.233,0.296,,,,0.3151,1.216,0.833,25.87,120.33,278.72,101.84,0.7347,490.0,0.0505,0.0,261
750500 (2014 VL6),APO,Y,Y,21.38,0.242,0.091,,,,0.3291,1.243,0.834,6.09,38.84,279.94,30.75,0.7109,506.0,0.0177,0.0,231
753131 (2015 WH13),APO,Y,N,18.87,1.403,0.023,,,,0.7992,2.491,0.5,10.96,280.82,25.93,206.46,0.2506,1440.0,0.159,0.0,451
778852 (2011 AM24),APO,Y,Y,20.47,0.511,0.043,,,,0.1488,1.177,1.001,9.14,127.11,215.28,345.47,0.7723,466.0,0.00873,0.0,959
786229 (2015 XD130),APO,Y,N,19.49,0.936,0.032,,,,0.4633,1.482,0.796,32.98,253.55,297.87,126.98,0.546,659.0,0.0507,0.0,510
828534 (2004 TG10),APO,Y,Y,19.47,1.316,0.018,,,,0.8611,2.237,0.311,4.19,204.84,317.64,83.43,0.2946,1220.0,0.0232,0.0,119
831781 (2009 WF106),APO,Y,N,19.77,0.731,0.04,,,,0.7096,2.115,0.614,36.87,76.59,102.46,51.93,0.3203,1120.0,0.0758,0.0,139
832994 (2010 GW62),APO,Y,N,19.36,0.285,0.378,,,,0.5755,1.27,0.539,32.43,99.25,352.52,20.45,0.6888,523.0,0.441,0.0,148
833009 (2010 GR75),APO,Y,N,19.64,0.277,0.334,,,,0.6364,1.726,0.628,17.8,118.51,0.03,340.35,0.4345,829.0,0.299,0.0,139
833459 (2010 JM151),APO,Y,N,19.72,0.543,0.086,,,,0.4817,1.698,0.88,16.66,305.99,343.6,341.63,0.4453,808.0,0.114,0.0,109
841631 (2015 OS35),AMO,Y,N,19.02,1.417,0.02,,,,0.5204,2.253,1.08,18.52,276.01,76.49,12.34,0.2915,1230.0,0.26,0.0,191
841703 (2015 PD),APO,Y,N,19.25,0.62,0.088,,,,0.6357,1.848,0.673,12.09,242.78,165.68,358.82,0.3922,918.0,0.181,0.0,147
842528 (2015 WV1),AMO,Y,N,17.33,2.23,0.037,,,,0.5685,3.011,1.299,23.67,320.31,127.53,329.04,0.1886,1910.0,0.419,0.0,652
843003 (2016 BX14),APO,Y,N,20.87,0.199,0.195,16.67,,,0.52,2.057,0.987,4.44,102.29,108.13,87.26,0.334,1080.0,0.0568,0.0,497
843651 (2016 LE9),APO,Y,N,17.72,0.681,0.289,,,,0.7575,2.137,0.518,15.32,215.46,181.51,333.12,0.3156,1140.0,0.259,0.0,475
861128 (2014 JH57),APO,Y,N,16.27,4.613,0.019,,,,0.8756,3.328,0.414,25.71,54.43,11.99,300.52,0.1623,2220.0,0.394,0.0,240
862524 (2014 QK434),APO,Y,Y,19.26,0.296,0.461,78.4,,,0.5033,1.941,0.964,5.98,252.25,166.16,19.8,0.3645,988.0,0.00883,0.0,272
875163 (1998 SH2),APO,Y,Y,20.88,0.383,0.058,,,,0.7139,2.743,0.785,2.43,6.08,268.72,26.6,0.2169,1660.0,0.0192,0.0,368
877413 (2010 GO33),APO,Y,N,19.27,0.313,0.377,,,,0.6981,2.41,0.728,19.12,143.59,153.56,40.31,0.2634,1370.0,0.193,0.0,186
877685 (2010 VD72),ATE,Y,Y,21.55,0.124,0.29,,,,0.1813,0.9184,0.752,19.2,224.06,310.3,275.98,1.12,321.0,0.0136,0.0,82
878228 (2011 VR5),AMO,Y,N,18.09,3.079,0.012,,,,0.5186,2.507,1.207,12.09,280.69,233.03,143.6,0.2483,1450.0,0.274,0.0,235
883088 (2016 JU33),APO,Y,Y,20.91,0.174,0.304,,,,0.5337,1.828,0.852,3.88,293.11,223.89,330.34,0.3988,903.0,0.00916,0.0,251
883378 (2016 QM11),APO,Y,N,18.24,1.862,0.011,,,,0.7222,2.777,0.771,19.22,327.42,153.32,338.42,0.213,1690.0,0.149,0.0,245
       (1996 GQ),APO,Y,N,23.19,0.208,0.024,,,,0.4947,1.99,1.005,0.88,85.28,59.24,221.83,0.3512,1030.0,0.0217,0.0,97
       (1998 KY26),APO,Y,N,25.91,0.011,0.52,0.089193,,,0.2001,1.229,0.983,1.49,84.18,210.0,0.98,0.7235,498.0,0.00297,2.0,85
       (1998 WB2),APO,Y,Y,21.85,0.15,0.151,0.313,,,0.5866,1.972,0.815,2.37,52.12,78.85,241.28,0.3558,1010.0,0.0146,0.0,320
